COUNTY,STNAME,CTYNAME,STATE,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
47,Pennsylvania,Elk County,42,2530,30927,30783
49,Pennsylvania,Erie County,42,918702,270427,269011
51,Pennsylvania,Fayette County,42,16302,128393,126931
53,Pennsylvania,Forest County,42,7247,6952,7032
55,Pennsylvania,Franklin County,42,31362,155874,156289
57,Pennsylvania,Fulton County,42,12477,14549,14523
59,Pennsylvania,Greene County,42,8111,35813,35369
61,Pennsylvania,Huntingdon County,42,45144,44030,43889
63,Pennsylvania,Indiana County,42,84073,83116,82886
65,Pennsylvania,Jefferson County,42,658573,44431,44114
67,Pennsylvania,Juniata County,42,24763,23451,23297
69,Pennsylvania,Lackawanna County,42,209674,215516,215663
71,Pennsylvania,Lancaster County,42,319090,552597,553652
73,Pennsylvania,Lawrence County,42,32924,85865,85497
75,Pennsylvania,Lebanon County,42,141793,143242,143493
77,Pennsylvania,Lehigh County,42,369318,374504,375539
79,Pennsylvania,Luzerne County,42,317417,325057,326053
81,Pennsylvania,Lycoming County,42,113299,113980,113605
83,Pennsylvania,McKean County,42,40625,40306,39941
85,Pennsylvania,Mercer County,42,15437,110333,109972
87,Pennsylvania,Mifflin County,42,46138,46073,46136
89,Pennsylvania,Monroe County,42,20733,168248,169273
91,Pennsylvania,Montgomery County,42,226486,856947,860578
93,Pennsylvania,Montour County,42,18230,18115,18087
95,Pennsylvania,Northampton County,42,19483,312855,313628
97,Pennsylvania,Northumberland County,42,90843,91471,91266
99,Pennsylvania,Perry County,42,8923,45821,45986
101,Pennsylvania,Philadelphia County,42,1584064,1601005,1576251
103,Pennsylvania,Pike County,42,33114,58591,59952
105,Pennsylvania,Potter County,42,16526,16356,16259
107,Pennsylvania,Schuylkill County,42,141359,142777,143264
109,Pennsylvania,Snyder County,42,40372,39717,39621
111,Pennsylvania,Somerset County,42,50484,73917,73627
113,Pennsylvania,Sullivan County,42,20669,5838,5868
115,Pennsylvania,Susquehanna County,42,40328,38354,38389
117,Pennsylvania,Tioga County,42,48203,40969,40929
119,Pennsylvania,Union County,42,38682,42625,42568
121,Pennsylvania,Venango County,42,50668,50275,49938
123,Pennsylvania,Warren County,42,5254,38480,38134
125,Pennsylvania,Washington County,42,16326,209157,209470
127,Pennsylvania,Wayne County,42,29927,51101,51431
129,Pennsylvania,Westmoreland County,42,348899,353998,353057
131,Pennsylvania,Wyoming County,42,39859,26001,26034
133,Pennsylvania,York County,42,207641,456389,458696
1,Rhode Island,Bristol County,44,565217,50750,50818
3,Rhode Island,Kent County,44,180786,170323,170715
5,Rhode Island,Newport County,44,82082,85388,85264
7,Rhode Island,Providence County,44,638931,660015,658221
9,Rhode Island,Washington County,44,16326,129753,130592
1,South Carolina,Abbeville County,45,24527,24212,24299
3,South Carolina,Aiken County,45,170872,169032,170776
5,South Carolina,Allendale County,45,8688,7990,7858
7,South Carolina,Anderson County,45,7858,204032,206908
9,South Carolina,Bamberg County,45,14066,13251,13189
11,South Carolina,Barnwell County,45,20866,20567,20580
13,South Carolina,Beaufort County,45,46994,187691,191748
15,South Carolina,Berkeley County,45,227907,231568,236701
17,South Carolina,Calhoun County,45,113605,14125,14165
19,South Carolina,Charleston County,45,411406,409418,413024
21,South Carolina,Cherokee County,45,26196,56179,56052
23,South Carolina,Chester County,45,524989,32276,32209
25,South Carolina,Chesterfield County,45,45650,43258,43268
27,South Carolina,Clarendon County,45,33745,31093,31024
29,South Carolina,Colleton County,45,37677,38543,38462
31,South Carolina,Darlington County,45,66618,62833,62755
33,South Carolina,Dillon County,45,30479,28284,28087
35,South Carolina,Dorchester County,45,31929,161975,163327
37,South Carolina,Edgefield County,45,27260,25675,26153
39,South Carolina,Fairfield County,45,943332,20858,20690
41,South Carolina,Florence County,45,138293,136805,136504
43,South Carolina,Georgetown County,45,62680,63440,63921
45,South Carolina,Greenville County,45,523542,526980,533834
47,South Carolina,Greenwood County,45,5982,69380,69241
49,South Carolina,Hampton County,45,19222,18512,18180
51,South Carolina,Horry County,45,354081,353498,365579
53,South Carolina,Jasper County,45,14219,29073,30324
55,South Carolina,Kershaw County,45,66551,65536,66130
57,South Carolina,Lancaster County,45,319090,96652,100336
59,South Carolina,Laurens County,45,47546,67551,67803
61,South Carolina,Lee County,45,164542,16458,16280
63,South Carolina,Lexington County,45,298750,294891,300137
65,South Carolina,McCormick County,45,9463,9513,9760
67,South Carolina,Marion County,45,29709,29043,28784
69,South Carolina,Marlboro County,45,26118,26537,26382
71,South Carolina,Newberry County,45,38440,37715,37996
73,South Carolina,Oconee County,45,40280,78638,79203
75,South Carolina,Orangeburg County,45,86175,83958,82962
77,South Carolina,Pickens County,45,19930,131602,132229
79,South Carolina,Richland County,45,15513,416527,418307
81,South Carolina,Saluda County,45,20473,18830,18821
83,South Carolina,Spartanburg County,45,319785,329364,335864
85,South Carolina,Sumter County,45,12427,105417,104758
87,South Carolina,Union County,45,38682,27148,27016
89,South Carolina,Williamsburg County,45,30368,30902,30484
91,South Carolina,York County,45,207641,283899,288595
3,South Dakota,Aurora County,46,2751,2733,2748
5,South Dakota,Beadle County,46,18453,19146,19121
7,South Dakota,Bennett County,46,3365,3386,3406
9,South Dakota,Bon Homme County,46,6901,6979,7014
11,South Dakota,Brookings County,46,35077,34339,34639
13,South Dakota,Brown County,46,6578,38210,38101
15,South Dakota,Brule County,46,5297,5263,5242
17,South Dakota,Buffalo County,46,49659,1944,1923
19,South Dakota,Butte County,46,219186,10249,10456
21,South Dakota,Campbell County,46,93584,1374,1380
23,South Dakota,Charles Mix County,46,9292,9351,9163
25,South Dakota,Clark County,46,22320,3850,3855
27,South Dakota,Clay County,46,13235,14998,15150
29,South Dakota,Codington County,46,28009,28309,28427
31,South Dakota,Corson County,46,4086,3893,3872
33,South Dakota,Custer County,46,5068,8328,8609
35,South Dakota,Davison County,46,19775,19936,19878
37,South Dakota,Day County,46,5424,5425,5414
39,South Dakota,Deuel County,46,1794,4299,4272
41,South Dakota,Dewey County,46,4891,5226,5246
43,South Dakota,Douglas County,46,351154,2824,2821
45,South Dakota,Edmunds County,46,3829,3977,4033
47,South Dakota,Fall River County,46,6713,6964,7202
49,South Dakota,Faulk County,46,2299,2128,2137
51,South Dakota,Grant County,46,18265,7532,7519
53,South Dakota,Gregory County,46,4185,3994,3977
55,South Dakota,Haakon County,46,1899,1869,1835
57,South Dakota,Hamlin County,46,6164,6167,6255
59,South Dakota,Hand County,46,3191,3130,3095
61,South Dakota,Hanson County,46,3453,3461,3505
63,South Dakota,Harding County,46,625,1317,1327
65,South Dakota,Hughes County,46,13279,17704,17694
67,South Dakota,Hutchinson County,46,7291,7411,7411
69,South Dakota,Hyde County,46,4937,1258,1236
71,South Dakota,Jackson County,46,51626,2810,2878
73,South Dakota,Jerauld County,46,2013,1657,1636
75,South Dakota,Jones County,46,28735,925,879
77,South Dakota,Kingsbury County,46,4939,5211,5192
79,South Dakota,Lake County,46,64386,11010,10851
81,South Dakota,Lawrence County,46,32924,25812,26165
83,South Dakota,Lincoln County,46,13024,65613,67870
85,South Dakota,Lyman County,46,3781,3714,3764
87,South Dakota,McCook County,46,5586,5661,5695
89,South Dakota,McPherson County,46,28542,2397,2420
91,South Dakota,Marshall County,46,96774,4300,4304
93,South Dakota,Meade County,46,4033,29853,30173
95,South Dakota,Mellette County,46,2061,1916,1908
97,South Dakota,Miner County,46,2216,2294,2314
99,South Dakota,Minnehaha County,46,193134,197511,199685
101,South Dakota,Moody County,46,6576,6324,6315
102,South Dakota,Oglala Lakota County,46,14177,13672,13586
103,South Dakota,Pennington County,46,14119,109475,111806
105,South Dakota,Perkins County,46,2891,2824,2819
107,South Dakota,Potter County,46,16526,2471,2475
109,South Dakota,Roberts County,46,10394,10257,10163
111,South Dakota,Sanborn County,46,2344,2318,2378
115,South Dakota,Spink County,46,6376,6338,6269
117,South Dakota,Stanley County,46,3098,2976,3032
119,South Dakota,Sully County,46,1391,1446,1476
121,South Dakota,Todd County,46,12294,9319,9286
123,South Dakota,Tripp County,46,5441,5601,5569
125,South Dakota,Turner County,46,7985,8673,8708
127,South Dakota,Union County,46,38682,16832,16872
129,South Dakota,Walworth County,46,5435,5289,5248
135,South Dakota,Yankton County,46,22814,23238,23297
137,South Dakota,Ziebach County,46,2756,2388,2380
1,Tennessee,Anderson County,47,7858,77209,77576
3,Tennessee,Bedford County,47,47888,50302,51119
5,Tennessee,Benton County,47,279141,15812,15872
7,Tennessee,Bledsoe County,47,15064,14930,15234
9,Tennessee,Blount County,47,57826,135566,137605
11,Tennessee,Bradley County,47,10763,108741,110162
13,Tennessee,Campbell County,47,93584,39277,39578
15,Tennessee,Cannon County,47,14678,14547,14553
17,Tennessee,Carroll County,47,28380,28415,28432
19,Tennessee,Carter County,47,26797,56315,56134
21,Tennessee,Cheatham County,47,40667,41087,41523
23,Tennessee,Chester County,47,524989,17347,17504
25,Tennessee,Claiborne County,47,8988,32038,32267
27,Tennessee,Clay County,47,13235,7554,7555
29,Tennessee,Cocke County,47,36004,36022,36418
31,Tennessee,Coffee County,47,52342,58102,59032
33,Tennessee,Crockett County,47,14230,13884,13979
35,Tennessee,Cumberland County,47,10766,61272,62451
37,Tennessee,Davidson County,47,167609,715486,703953
39,Tennessee,Decatur County,47,26404,11402,11391
41,Tennessee,DeKalb County,47,71513,20171,20478
43,Tennessee,Dickson County,47,53948,54432,55292
45,Tennessee,Dyer County,47,37159,36646,36615
47,Tennessee,Fayette County,47,16302,42139,42832
49,Tennessee,Fentress County,47,18523,18522,18850
51,Tennessee,Franklin County,47,31362,42781,43215
53,Tennessee,Gibson County,47,33659,50375,50541
55,Tennessee,Giles County,47,29464,30295,30542
57,Tennessee,Grainger County,47,23320,23525,23763
59,Tennessee,Greene County,47,8111,70220,70621
61,Tennessee,Grundy County,47,51054,13531,13622
63,Tennessee,Hamblen County,47,64934,64435,64468
65,Tennessee,Hamilton County,47,14428,366991,369135
67,Tennessee,Hancock County,47,8457,6622,6787
69,Tennessee,Hardeman County,47,25050,25410,25426
71,Tennessee,Hardin County,47,3821,26800,26892
73,Tennessee,Hawkins County,47,56786,56669,57288
75,Tennessee,Haywood County,47,62317,17795,17694
77,Tennessee,Henderson County,47,6646,27818,27953
79,Tennessee,Henry County,47,17205,32115,32239
81,Tennessee,Hickman County,47,4380,24942,25307
83,Tennessee,Houston County,47,105882,8285,8317
85,Tennessee,Humphreys County,47,8064,18974,19211
87,Tennessee,Jackson County,47,51626,11617,11750
89,Tennessee,Jefferson County,47,658573,54870,55624
91,Tennessee,Johnson County,47,26578,17966,18170
93,Tennessee,Knox County,47,49699,480126,486677
95,Tennessee,Lake County,47,64386,6980,7128
97,Tennessee,Lauderdale County,47,92729,25100,25108
99,Tennessee,Lawrence County,47,32924,44189,44828
101,Tennessee,Lewis County,47,3838,12602,12857
103,Tennessee,Lincoln County,47,13024,35309,35433
105,Tennessee,Loudon County,47,54068,55097,56690
107,Tennessee,McMinn County,47,53794,53315,54059
109,Tennessee,McNairy County,47,25694,25839,25860
111,Tennessee,Macon County,47,18068,25243,25699
113,Tennessee,Madison County,47,372909,98777,98775
115,Tennessee,Marion County,47,29709,28834,28877
117,Tennessee,Marshall County,47,96774,34441,34984
119,Tennessee,Maury County,47,96387,101700,104760
121,Tennessee,Meigs County,47,22907,12785,13049
123,Tennessee,Monroe County,47,20733,46384,46698
125,Tennessee,Montgomery County,47,226486,221160,227900
127,Tennessee,Moore County,47,100880,6457,6644
129,Tennessee,Morgan County,47,119679,21020,21254
131,Tennessee,Obion County,47,30069,30716,30466
133,Tennessee,Overton County,47,22241,22588,22839
135,Tennessee,Perry County,47,8923,8360,8472
137,Tennessee,Pickett County,47,5048,4995,5079
139,Tennessee,Polk County,47,19964,17569,17776
141,Tennessee,Putnam County,47,74521,79982,81188
143,Tennessee,Rhea County,47,33167,32903,33136
145,Tennessee,Roane County,47,53382,53513,53992
147,Tennessee,Robertson County,47,2108,72860,74098
149,Tennessee,Rutherford County,47,67029,343128,352182
151,Tennessee,Scott County,47,10281,21842,21917
153,Tennessee,Sequatchie County,47,15026,15863,16396
155,Tennessee,Sevier County,47,17007,98497,99517
157,Tennessee,Shelby County,47,217702,928644,924454
159,Tennessee,Smith County,47,3583,19939,20172
161,Tennessee,Stewart County,47,6621,13683,13855
163,Tennessee,Sullivan County,47,20669,158092,159265
165,Tennessee,Sumner County,47,22836,197272,200557
167,Tennessee,Tipton County,47,15148,60961,61004
169,Tennessee,Trousdale County,47,11284,11661,12035
171,Tennessee,Unicoi County,47,17883,17867,17698
173,Tennessee,Union County,47,38682,19820,20040
175,Tennessee,Van Buren County,47,16545,6171,6324
177,Tennessee,Warren County,47,5254,41023,41523
179,Tennessee,Washington County,47,16326,133080,134236
181,Tennessee,Wayne County,47,29927,16202,16409
183,Tennessee,Weakley County,47,33328,32864,33036
185,Tennessee,White County,47,78753,27424,27650
187,Tennessee,Williamson County,47,66597,249424,255735
189,Tennessee,Wilson County,47,8525,148564,151917
1,Texas,Anderson County,48,7858,57881,58402
3,Texas,Andrews County,48,18705,18612,18440
5,Texas,Angelina County,48,86715,86345,86506
7,Texas,Aransas County,48,23510,23916,24510
9,Texas,Archer County,48,8553,8557,8681
11,Texas,Armstrong County,48,64735,1847,1839
13,Texas,Atascosa County,48,51153,49089,49939
15,Texas,Austin County,48,30032,30109,30380
17,Texas,Bailey County,48,7000,6859,6835
19,Texas,Bandera County,48,23112,20987,21565
21,Texas,Bastrop County,48,88723,97983,102058
23,Texas,Baylor County,48,3509,3464,3477
25,Texas,Bee County,48,32565,30990,30924
27,Texas,Bell County,48,26032,371981,379617
29,Texas,Bexar County,48,2003554,2014052,2028236
31,Texas,Blanco County,48,11931,11454,11886
33,Texas,Borden County,48,654,641,617
35,Texas,Bosque County,48,18685,18239,18503
37,Texas,Bowie County,48,93245,92792,92581
39,Texas,Brazoria County,48,374264,373368,379689
41,Texas,Brazos County,48,229211,234480,237032
43,Texas,Brewster County,48,9203,9566,9450
45,Texas,Briscoe County,48,1546,1421,1403
47,Texas,Brooks County,48,15457,7030,6994
49,Texas,Brown County,48,6578,38002,38192
51,Texas,Burleson County,48,18443,17644,18051
53,Texas,Burnet County,48,48155,49427,50954
55,Texas,Caldwell County,48,12747,45967,46791
57,Texas,Calhoun County,48,113605,20047,19727
59,Texas,Callahan County,48,13943,13750,14115
61,Texas,Cameron County,48,4447,421191,423029
63,Texas,Camp County,48,13094,12450,12616
65,Texas,Carson County,48,5926,5808,5746
67,Texas,Cass County,48,12147,28399,28560
69,Texas,Castro County,48,7530,7337,7374
71,Texas,Chambers County,48,33254,47051,48865
73,Texas,Cherokee County,48,26196,50477,51097
75,Texas,Childress County,48,7306,6648,6736
77,Texas,Clay County,48,13235,10245,10263
79,Texas,Cochran County,48,2853,2559,2516
81,Texas,Coke County,48,3387,3288,3321
83,Texas,Coleman County,48,8175,7671,7735
85,Texas,Collin County,48,1034730,1073149,1109462
87,Texas,Collingsworth County,48,2920,2635,2615
89,Texas,Colorado County,48,21493,20566,20630
91,Texas,Comal County,48,156209,163573,174986
93,Texas,Comanche County,48,1700,13600,13775
95,Texas,Concho County,48,2726,3319,3341
97,Texas,Cooke County,48,41257,41697,42244
99,Texas,Coryell County,48,75951,83096,84232
101,Texas,Cottle County,48,1398,1374,1381
103,Texas,Crane County,48,4797,4668,4680
105,Texas,Crockett County,48,14230,3111,3068
107,Texas,Crosby County,48,5737,5098,5106
109,Texas,Culberson County,48,2171,2193,2193
111,Texas,Dallam County,48,7287,7116,7172
113,Texas,Dallas County,48,37196,2610957,2586050
115,Texas,Dawson County,48,26108,12439,12413
117,Texas,Deaf Smith County,48,18546,18503,18329
119,Texas,Delta County,48,31162,5233,5392
121,Texas,Denton County,48,887207,913900,941647
123,Texas,DeWitt County,48,20160,19809,19918
125,Texas,Dickens County,48,2211,1760,1740
127,Texas,Dimmit County,48,10124,8563,8473
129,Texas,Donley County,48,3278,3269,3268
131,Texas,Duval County,48,957755,9808,9756
133,Texas,Eastland County,48,18360,17754,17864
135,Texas,Ector County,48,166223,165467,161091
137,Texas,Edwards County,48,6395,1414,1438
139,Texas,Ellis County,48,28553,194272,202678
141,Texas,El Paso County,48,720403,866093,867947
143,Texas,Erath County,48,42698,42715,43378
145,Texas,Falls County,48,17297,16961,17313
147,Texas,Fannin County,48,26188,35732,36569
149,Texas,Fayette County,48,16302,24452,24687
151,Texas,Fisher County,48,3830,3677,3706
153,Texas,Floyd County,48,98498,5378,5350
155,Texas,Foard County,48,1155,1086,1080
157,Texas,Fort Bend County,48,811688,828632,858527
159,Texas,Franklin County,48,31362,10366,10464
161,Texas,Freestone County,48,19717,19445,19774
163,Texas,Frio County,48,20306,18366,18436
165,Texas,Gaines County,48,21492,21701,21895
167,Texas,Galveston County,48,342139,351458,355062
169,Texas,Garza County,48,6229,5794,5863
171,Texas,Gillespie County,48,26988,26732,27297
173,Texas,Glasscock County,48,1409,1114,1149
175,Texas,Goliad County,48,7658,7005,7163
177,Texas,Gonzales County,48,20837,19653,19641
179,Texas,Gray County,48,5988,21179,21030
181,Texas,Grayson County,48,26427,136014,139336
183,Texas,Gregg County,48,123945,124175,124201
185,Texas,Grimes County,48,28880,29414,30287
187,Texas,Guadalupe County,48,4300,173541,177036
189,Texas,Hale County,48,14651,32439,32220
191,Texas,Hall County,48,204441,2801,2845
193,Texas,Hamilton County,48,14428,8230,8229
195,Texas,Hansford County,48,5399,5255,5159
197,Texas,Hardeman County,48,25050,3559,3552
199,Texas,Hardin County,48,3821,56277,56973
201,Texas,Harris County,48,35236,4732491,4728030
203,Texas,Harrison County,48,40515,68778,69150
205,Texas,Hartley County,48,5576,5362,5397
207,Texas,Haskell County,48,3968,5424,5411
209,Texas,Hays County,48,230191,243809,255397
211,Texas,Hemphill County,48,3819,3368,3271
213,Texas,Henderson County,48,6646,82348,83667
215,Texas,Hidalgo County,48,4198,872204,880356
217,Texas,Hill County,48,16484,35965,36471
219,Texas,Hockley County,48,23021,21490,21363
221,Texas,Hood County,48,61643,61953,64222
223,Texas,Hopkins County,48,44686,36795,37211
225,Texas,Houston County,48,105882,22068,22241
227,Texas,Howard County,48,13202,34797,34128
229,Texas,Hudspeth County,48,4886,3196,3287
231,Texas,Hunt County,48,98594,100231,103394
233,Texas,Hutchinson County,48,7291,20539,20495
235,Texas,Irion County,48,1536,1522,1552
237,Texas,Jack County,48,8935,8492,8712
239,Texas,Jackson County,48,51626,15000,15121
241,Texas,Jasper County,48,14219,32900,32975
243,Texas,Jeff Davis County,48,15115,1978,1949
245,Texas,Jefferson County,48,658573,255979,253704
247,Texas,Jim Hogg County,48,5200,4839,4801
249,Texas,Jim Wells County,48,40482,38813,38847
251,Texas,Johnson County,48,26578,180733,187280
253,Texas,Jones County,48,28735,19676,19873
255,Texas,Karnes County,48,15601,14721,14754
257,Texas,Kaufman County,48,136154,146986,157768
259,Texas,Kendall County,48,128990,44527,46788
261,Texas,Kenedy County,48,404,346,340
263,Texas,Kent County,48,180786,759,749
265,Texas,Kerr County,48,52600,52676,53161
267,Texas,Kimble County,48,4337,4289,4365
269,Texas,King County,48,272,270,258
271,Texas,Kinney County,48,3667,3127,3130
273,Texas,Kleberg County,48,30680,30958,30635
275,Texas,Knox County,48,49699,3361,3351
277,Texas,Lamar County,48,13805,50077,50098
279,Texas,Lamb County,48,12893,12984,12898
281,Texas,Lampasas County,48,21428,21707,22252
283,Texas,La Salle County,48,7520,6642,6670
285,Texas,Lavaca County,48,20154,20338,20544
287,Texas,Lee County,48,164542,17499,17706
289,Texas,Leon County,48,293582,15727,15959
291,Texas,Liberty County,48,8354,92351,97621
293,Texas,Limestone County,48,98915,22103,22119
295,Texas,Lipscomb County,48,3233,3042,2931
297,Texas,Live Oak County,48,12207,11343,11377
299,Texas,Llano County,48,21795,21249,21978
301,Texas,Loving County,48,169,67,57
303,Texas,Lubbock County,48,310569,311419,314451
305,Texas,Lynn County,48,5951,5606,5688
307,Texas,McCulloch County,48,7984,7567,7533
309,Texas,McLennan County,48,256623,261023,263115
311,Texas,McMullen County,48,743,599,608
313,Texas,Madison County,48,372909,13445,13718
315,Texas,Marion County,48,29709,9752,9645
317,Texas,Martin County,48,161000,5250,5211
319,Texas,Mason County,48,13359,3964,3943
321,Texas,Matagorda County,48,36643,36269,36344
323,Texas,Maverick County,48,58722,57844,58056
325,Texas,Medina County,48,179746,50920,51981
327,Texas,Menard County,48,12196,1971,1982
329,Texas,Midland County,48,83156,170221,167969
331,Texas,Milam County,48,24823,24724,25106
333,Texas,Mills County,48,15109,4439,4480
335,Texas,Mitchell County,48,21863,8985,9070
337,Texas,Montague County,48,19818,19969,20409
339,Texas,Montgomery County,48,226486,624938,648886
341,Texas,Moore County,48,100880,21273,21118
343,Texas,Morris County,48,5620,11963,12030
345,Texas,Motley County,48,1200,1052,1067
347,Texas,Nacogdoches County,48,65204,64624,64668
349,Texas,Navarro County,48,50113,52784,53591
351,Texas,Newton County,48,7753,12163,12241
353,Texas,Nolan County,48,14714,14721,14597
355,Texas,Nueces County,48,362294,353090,353079
357,Texas,Ochiltree County,48,9836,9960,9782
359,Texas,Oldham County,48,66799,1761,1717
361,Texas,Orange County,48,3175692,84702,84742
363,Texas,Palo Pinto County,48,29189,28427,28686
365,Texas,Panola County,48,34192,22513,22675
367,Texas,Parker County,48,142878,149432,156764
369,Texas,Parmer County,48,9605,9851,9813
371,Texas,Pecos County,48,15823,15165,15118
373,Texas,Polk County,48,19964,50505,51899
375,Texas,Potter County,48,16526,118173,116547
377,Texas,Presidio County,48,6704,6102,6140
379,Texas,Rains County,48,12514,12199,12509
381,Texas,Randall County,48,137713,141231,143854
383,Texas,Reagan County,48,3849,3376,3253
385,Texas,Real County,48,3452,2743,2826
387,Texas,Red River County,48,12023,11550,11555
389,Texas,Reeves County,48,15976,14730,14487
391,Texas,Refugio County,48,6948,6747,6756
393,Texas,Roberts County,48,10394,823,797
395,Texas,Robertson County,48,2108,16740,16958
397,Texas,Rockwall County,48,104915,109090,116381
399,Texas,Runnels County,48,10264,9921,9943
401,Texas,Rusk County,48,54406,52225,52743
403,Texas,Sabine County,48,10542,9881,10039
405,Texas,San Augustine County,48,8237,7919,7922
407,Texas,San Jacinto County,48,28859,27483,27878
409,Texas,San Patricio County,48,66730,68772,69699
411,Texas,San Saba County,48,6055,5730,5827
413,Texas,Schleicher County,48,2793,2442,2429
415,Texas,Scurry County,48,16703,16931,16824
417,Texas,Shackelford County,48,3265,3122,3212
419,Texas,Shelby County,48,217702,23926,23939
421,Texas,Sherman County,48,5917,2780,2798
423,Texas,Smith County,48,3583,234063,237186
425,Texas,Somervell County,48,9128,9214,9469
427,Texas,Starr County,48,64633,65835,66049
429,Texas,Stephens County,48,25925,9079,9173
431,Texas,Sterling County,48,1291,1383,1381
433,Texas,Stonewall County,48,1350,1245,1217
435,Texas,Sutton County,48,3776,3362,3319
437,Texas,Swisher County,48,7397,6957,7008
439,Texas,Tarrant County,48,2102515,2114709,2126477
441,Texas,Taylor County,48,21569,143383,143326
443,Texas,Terrell County,48,8531,744,724
445,Texas,Terry County,48,12337,11792,11754
447,Texas,Throckmorton County,48,1501,1443,1495
449,Texas,Titus County,48,32750,31264,31183
451,Texas,Tom Green County,48,119200,120105,119411
453,Texas,Travis County,48,1273954,1296100,1305154
455,Texas,Trinity County,48,12285,13623,13827
457,Texas,Tyler County,48,21672,19797,20077
459,Texas,Upshur County,48,41753,40975,41774
461,Texas,Upton County,48,3657,3296,3265
463,Texas,Uvalde County,48,26741,24540,24729
465,Texas,Val Verde County,48,49025,47582,47564
467,Texas,Van Zandt County,48,56590,59690,61275
469,Texas,Victoria County,48,92084,91236,90964
471,Texas,Walker County,48,63521,76543,77977
473,Texas,Waller County,48,55246,57349,59781
475,Texas,Ward County,48,67641,11656,11194
477,Texas,Washington County,48,16326,35837,35891
479,Texas,Webb County,48,276652,267234,267945
481,Texas,Wharton County,48,41556,41550,41721
483,Texas,Wheeler County,48,7855,4980,4927
485,Texas,Wichita County,48,2119,129546,130069
487,Texas,Wilbarger County,48,12769,12846,12731
489,Texas,Willacy County,48,21358,20129,20316
491,Texas,Williamson County,48,66597,615266,643026
493,Texas,Wilson County,48,8525,49994,51257
495,Texas,Winkler County,48,8010,7749,7415
497,Texas,Wise County,48,69984,68866,71714
499,Texas,Wood County,48,130817,45010,45875
501,Texas,Yoakum County,48,8713,7669,7607
503,Texas,Young County,48,18010,17839,17977
505,Texas,Zapata County,48,14179,13884,13908
507,Texas,Zavala County,48,11840,9652,9534
1,Utah,Beaver County,49,5311,7076,7249
3,Utah,Box Elder County,49,56046,57908,59688
5,Utah,Cache County,49,128289,133527,137417
7,Utah,Carbon County,49,10725,20465,20372
9,Utah,Daggett County,49,950,952,976
11,Utah,Davis County,49,9000,363492,367285
13,Utah,Duchesne County,49,19938,19581,19790
15,Utah,Emery County,49,10012,9837,9967
17,Utah,Garfield County,49,60061,5090,5129
19,Utah,Grand County,49,15734,9681,9663
21,Utah,Iron County,49,11066,57640,60519
23,Utah,Juab County,49,12017,11824,12155
25,Utah,Kane County,49,532403,7673,7992
27,Utah,Millard County,49,13188,13015,13164
29,Utah,Morgan County,49,119679,12392,12657
31,Utah,Piute County,49,1479,1437,1487
33,Utah,Rich County,49,2483,2504,2597
35,Utah,Salt Lake County,49,1160437,1186236,1186421
37,Utah,San Juan County,49,728,14525,14489
39,Utah,Sanpete County,49,30939,28508,29106
41,Utah,Sevier County,49,17007,21546,21906
43,Utah,Summit County,49,31011,42452,43093
45,Utah,Tooele County,49,72259,73281,76640
47,Utah,Uintah County,49,35734,35618,36204
49,Utah,Utah County,49,636235,663143,684986
51,Utah,Wasatch County,49,34091,35032,36173
53,Utah,Washington County,49,16326,181924,191226
55,Utah,Wayne County,49,29927,2497,2558
57,Utah,Weber County,49,260213,262828,267066
1,Vermont,Addison County,50,36777,37292,37260
3,Vermont,Bennington County,50,35470,37271,37312
5,Vermont,Caledonia County,50,29993,30184,30403
7,Vermont,Chittenden County,50,163774,168289,168865
9,Vermont,Essex County,50,789034,5910,5925
11,Vermont,Franklin County,50,31362,49996,50325
13,Vermont,Grand Isle County,50,7235,7278,7421
15,Vermont,Lamoille County,50,25362,25914,26126
17,Vermont,Orange County,50,3175692,29259,29541
19,Vermont,Orleans County,50,40352,27355,27546
21,Vermont,Rutland County,50,58191,60455,60591
23,Vermont,Washington County,50,16326,59748,59969
25,Vermont,Windham County,50,116782,45844,46090
27,Vermont,Windsor County,50,55062,57700,58196
1,Virginia,Accomack County,51,32316,33348,33246
3,Virginia,Albemarle County,51,109330,112496,113535
5,Virginia,Alleghany County,51,11137,15161,14986
7,Virginia,Amelia County,51,13145,13246,13268
9,Virginia,Amherst County,51,31605,31262,31273
11,Virginia,Appomattox County,51,15911,16133,16353
13,Virginia,Arlington County,51,236842,238766,232965
15,Virginia,Augusta County,51,75558,77512,77563
17,Virginia,Bath County,51,12500,4196,4114
19,Virginia,Bedford County,51,47888,79504,80131
21,Virginia,Bland County,51,6280,6247,6173
23,Virginia,Botetourt County,51,33419,33614,33866
25,Virginia,Brunswick County,51,142820,15806,15940
27,Virginia,Buchanan County,51,21175,20216,19816
29,Virginia,Buckingham County,51,17148,16820,16947
31,Virginia,Campbell County,51,93584,55638,55492
33,Virginia,Caroline County,51,33406,30905,31332
35,Virginia,Carroll County,51,28380,29130,29048
36,Virginia,Charles City County,51,6963,6733,6594
37,Virginia,Charlotte County,51,188910,11506,11448
41,Virginia,Chesterfield County,51,45650,365566,370688
43,Virginia,Clarke County,51,23622,14788,14881
45,Virginia,Craig County,51,14142,4880,4865
47,Virginia,Culpeper County,51,52605,52717,53596
49,Virginia,Cumberland County,51,10766,9656,9681
