county_state,COUNTY,STNAME,CTYNAME,STATE,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
"Lafayette Parish, LA",55,LA,Lafayette Parish,22,244390,242004,244205
"Lafourche Parish, LA",57,LA,Lafourche Parish,22,97614,97495,97504
"LaSalle Parish, LA",59,LA,LaSalle Parish,22,14892,14812,14834
"Lincoln Parish, LA",61,LA,Lincoln Parish,22,46742,48259,48152
"Livingston Parish, LA",63,LA,Livingston Parish,22,140789,142726,145830
"Madison Parish, LA",65,LA,Madison Parish,22,10951,9927,9799
"Morehouse Parish, LA",67,LA,Morehouse Parish,22,24874,25430,25025
"Natchitoches Parish, LA",69,LA,Natchitoches Parish,22,38158,37349,37026
"Orleans Parish, LA",71,LA,Orleans Parish,22,390144,383282,376971
"Ouachita Parish, LA",73,LA,Ouachita Parish,22,153279,160003,158768
"Plaquemines Parish, LA",75,LA,Plaquemines Parish,22,23197,23466,23303
"Pointe Coupee Parish, LA",77,LA,Pointe Coupee Parish,22,21730,20689,20356
"Rapides Parish, LA",79,LA,Rapides Parish,22,129648,129607,128654
"Red River Parish, LA",81,LA,Red River Parish,22,8442,7619,7564
"Richland Parish, LA",83,LA,Richland Parish,22,20122,19997,19805
"Sabine Parish, LA",85,LA,Sabine Parish,22,23884,22118,22135
"St. Bernard Parish, LA",87,LA,St. Bernard Parish,22,47244,43838,44258
"St. Charles Parish, LA",89,LA,St. Charles Parish,22,53100,52481,52282
"St. Helena Parish, LA",91,LA,St. Helena Parish,22,10132,10889,10912
"St. James Parish, LA",93,LA,St. James Parish,22,21096,20127,19742
"St. John the Baptist Parish, LA",95,LA,St. John the Baptist Parish,22,42837,42394,42094
"St. Landry Parish, LA",97,LA,St. Landry Parish,22,82124,82273,82071
"St. Martin Parish, LA",99,LA,St. Martin Parish,22,53431,51604,51540
"St. Mary Parish, LA",101,LA,St. Mary Parish,22,49348,49140,48232
"St. Tammany Parish, LA",103,LA,St. Tammany Parish,22,260419,264933,269388
"Tangipahoa Parish, LA",105,LA,Tangipahoa Parish,22,134758,133549,135217
"Tensas Parish, LA",107,LA,Tensas Parish,22,4334,4116,4043
"Terrebonne Parish, LA",109,LA,Terrebonne Parish,22,110461,109319,108708
"Union Parish, LA",111,LA,Union Parish,22,22108,21124,21091
"Vermilion Parish, LA",113,LA,Vermilion Parish,22,59511,57289,57204
"Vernon Parish, LA",115,LA,Vernon Parish,22,47429,48582,48027
"Washington Parish, LA",117,LA,Washington Parish,22,46194,45370,45133
"Webster Parish, LA",119,LA,Webster Parish,22,38340,36864,36184
"West Baton Rouge Parish, LA",121,LA,West Baton Rouge Parish,22,26465,27236,27792
"West Carroll Parish, LA",123,LA,West Carroll Parish,22,10830,9694,9594
"West Feliciana Parish, LA",125,LA,West Feliciana Parish,22,15568,15256,15494
"Winn Parish, LA",127,LA,Winn Parish,22,13904,13721,13488
"Androscoggin County, ME",1,ME,Androscoggin County,23,108277,111039,111034
"Aroostook County, ME",3,ME,Aroostook County,23,67055,66994,66859
"Cumberland County, ME",5,ME,Cumberland County,23,10766,303312,305231
"Franklin County, ME",7,ME,Franklin County,23,31362,29418,29687
"Hancock County, ME",9,ME,Hancock County,23,8457,55460,56192
"Kennebec County, ME",11,ME,Kennebec County,23,122302,123754,124486
"Knox County, ME",13,ME,Knox County,23,49699,40609,41084
"Lincoln County, ME",15,ME,Lincoln County,23,13024,35192,35828
"Oxford County, ME",17,ME,Oxford County,23,57975,57849,58629
"Penobscot County, ME",19,ME,Penobscot County,23,152148,152007,152765
"Piscataquis County, ME",21,ME,Piscataquis County,23,16785,16768,17165
"Sagadahoc County, ME",23,ME,Sagadahoc County,23,35856,36688,37071
"Somerset County, ME",25,ME,Somerset County,23,50484,50404,50592
"Waldo County, ME",27,ME,Waldo County,23,39715,39635,39912
"Washington County, ME",29,ME,Washington County,23,16326,31062,31121
"York County, ME",31,ME,York County,23,207641,212089,214591
"Allegany County, MD",1,MD,Allegany County,24,70416,67947,67729
"Anne Arundel County, MD",3,MD,Anne Arundel County,24,579234,588769,590336
"Baltimore County, MD",5,MD,Baltimore County,24,827370,853073,849316
"Calvert County, MD",9,MD,Calvert County,24,92525,92857,93928
"Caroline County, MD",11,MD,Caroline County,24,33406,33290,33386
"Carroll County, MD",13,MD,Carroll County,24,28380,172890,173873
"Cecil County, MD",15,MD,Cecil County,24,102855,103740,103905
"Charles County, MD",17,MD,Charles County,24,163257,166682,168698
"Dorchester County, MD",19,MD,Dorchester County,24,31929,32508,32489
"Frederick County, MD",21,MD,Frederick County,24,259547,272737,279835
"Garrett County, MD",23,MD,Garrett County,24,29014,28761,28702
"Harford County, MD",25,MD,Harford County,24,255441,261122,262977
"Howard County, MD",27,MD,Howard County,24,13202,332722,334529
"Kent County, MD",29,MD,Kent County,24,180786,19142,19270
"Montgomery County, MD",31,MD,Montgomery County,24,226486,1061243,1054827
"Prince George's County, MD",33,MD,Prince George's County,24,909327,965601,955306
"Queen Anne's County, MD",35,MD,Queen Anne's County,24,50381,49983,50798
"St. Mary's County, MD",37,MD,St. Mary's County,24,113510,113953,114468
"Somerset County, MD",39,MD,Somerset County,24,50484,24567,24584
"Talbot County, MD",41,MD,Talbot County,24,6195,37456,37626
"Washington County, MD",43,MD,Washington County,24,16326,154586,154937
"Wicomico County, MD",45,MD,Wicomico County,24,103609,103473,103980
"Worcester County, MD",47,MD,Worcester County,24,52276,52445,53132
"Baltimore city, MD",510,MD,Baltimore city,24,593490,583132,576498
"Barnstable County, MA",1,MA,Barnstable County,25,212990,228969,232411
"Berkshire County, MA",3,MA,Berkshire County,25,124944,128758,128657
"Bristol County, MA",5,MA,Bristol County,25,565217,579172,580164
"Dukes County, MA",7,MA,Dukes County,25,17332,20581,21097
"Essex County, MA",9,MA,Essex County,25,789034,809218,807074
"Franklin County, MA",11,MA,Franklin County,25,31362,70988,71015
"Hampden County, MA",13,MA,Hampden County,25,466372,464908,462718
"Hampshire County, MA",15,MA,Hampshire County,25,160830,162064,161572
"Middlesex County, MA",17,MA,Middlesex County,25,162436,1629422,1614742
"Nantucket County, MA",19,MA,Nantucket County,25,11399,14244,14491
"Norfolk County, MA",21,MA,Norfolk County,25,706775,726025,724505
"Plymouth County, MA",23,MA,Plymouth County,25,25177,530979,533003
"Suffolk County, MA",25,MA,Suffolk County,25,803907,795431,771245
"Worcester County, MA",27,MA,Worcester County,25,52276,861461,862029
"Alcona County, MI",1,MI,Alcona County,26,10405,10158,10235
"Alger County, MI",3,MI,Alger County,26,9108,8834,8821
"Allegan County, MI",5,MI,Allegan County,26,118081,120596,120950
"Alpena County, MI",7,MI,Alpena County,26,28405,28877,28893
"Antrim County, MI",9,MI,Antrim County,26,23324,23421,23813
"Arenac County, MI",11,MI,Arenac County,26,14883,14990,14975
"Baraga County, MI",13,MI,Baraga County,26,8209,8128,8215
"Barry County, MI",15,MI,Barry County,26,61550,62548,62992
"Bay County, MI",17,MI,Bay County,26,174705,103594,102985
"Benzie County, MI",19,MI,Benzie County,26,17766,17974,18223
"Berrien County, MI",21,MI,Berrien County,26,19397,154095,153101
"Branch County, MI",23,MI,Branch County,26,43517,44810,44985
"Calhoun County, MI",25,MI,Calhoun County,26,113605,134113,133819
"Cass County, MI",27,MI,Cass County,26,12147,51563,51483
"Charlevoix County, MI",29,MI,Charlevoix County,26,26143,26012,26086
"Cheboygan County, MI",31,MI,Cheboygan County,26,25276,25599,25752
"Chippewa County, MI",33,MI,Chippewa County,26,37349,36744,36816
"Clare County, MI",35,MI,Clare County,26,30950,30822,31065
"Clinton County, MI",37,MI,Clinton County,26,37562,79128,79426
"Crawford County, MI",39,MI,Crawford County,26,63257,12965,13204
"Delta County, MI",41,MI,Delta County,26,31162,36842,36826
"Dickinson County, MI",43,MI,Dickinson County,26,17258,25886,25787
"Eaton County, MI",45,MI,Eaton County,26,110268,109106,108944
"Emmet County, MI",47,MI,Emmet County,26,9208,34090,34225
"Genesee County, MI",49,MI,Genesee County,26,405813,405648,404208
"Gladwin County, MI",51,MI,Gladwin County,26,25449,25369,25485
"Gogebic County, MI",53,MI,Gogebic County,26,13975,14315,14361
"Grand Traverse County, MI",55,MI,Grand Traverse County,26,93088,95315,95860
"Gratiot County, MI",57,MI,Gratiot County,26,40711,41662,41544
"Hillsdale County, MI",59,MI,Hillsdale County,26,45605,45677,45546
"Houghton County, MI",61,MI,Houghton County,26,35684,37160,37313
"Huron County, MI",63,MI,Huron County,26,30981,31351,31252
"Ingham County, MI",65,MI,Ingham County,26,292406,284520,284034
"Ionia County, MI",67,MI,Ionia County,26,64697,66861,67197
"Iosco County, MI",69,MI,Iosco County,26,25127,25191,25369
"Iron County, MI",71,MI,Iron County,26,11066,11637,11635
"Isabella County, MI",73,MI,Isabella County,26,69872,64488,64813
"Jackson County, MI",75,MI,Jackson County,26,51626,160200,160050
"Kalamazoo County, MI",77,MI,Kalamazoo County,26,265066,261629,261108
"Kalkaska County, MI",79,MI,Kalkaska County,26,18038,17925,17979
"Kent County, MI",81,MI,Kent County,26,180786,658040,658046
"Keweenaw County, MI",83,MI,Keweenaw County,26,2116,2055,2107
"Lake County, MI",85,MI,Lake County,26,64386,12099,12308
"Lapeer County, MI",87,MI,Lapeer County,26,87607,88528,88513
"Leelanau County, MI",89,MI,Leelanau County,26,21761,22302,22623
"Lenawee County, MI",91,MI,Lenawee County,26,98451,99214,98956
"Livingston County, MI",93,MI,Livingston County,26,35648,193973,195014
"Luce County, MI",95,MI,Luce County,26,6229,5325,5309
"Mackinac County, MI",97,MI,Mackinac County,26,10799,10830,10906
"Macomb County, MI",99,MI,Macomb County,26,873972,880349,876792
"Manistee County, MI",101,MI,Manistee County,26,24558,25063,25350
"Marquette County, MI",103,MI,Marquette County,26,66699,65931,66103
"Mason County, MI",105,MI,Mason County,26,13359,29064,29383
"Mecosta County, MI",107,MI,Mecosta County,26,43453,39781,40031
"Menominee County, MI",109,MI,Menominee County,26,22780,23423,23299
"Midland County, MI",111,MI,Midland County,26,83156,83476,83457
"Missaukee County, MI",113,MI,Missaukee County,26,15118,15067,15130
"Monroe County, MI",115,MI,Monroe County,26,20733,154796,155274
"Montcalm County, MI",117,MI,Montcalm County,26,63888,66515,67220
"Montmorency County, MI",119,MI,Montmorency County,26,9328,9155,9297
"Muskegon County, MI",121,MI,Muskegon County,26,173566,175817,176511
"Newaygo County, MI",123,MI,Newaygo County,26,48980,50042,50296
"Oakland County, MI",125,MI,Oakland County,26,1257584,1272408,1270017
"Oceana County, MI",127,MI,Oceana County,26,26467,26688,26815
"Ogemaw County, MI",129,MI,Ogemaw County,26,20997,20740,20726
"Ontonagon County, MI",131,MI,Ontonagon County,26,5720,5804,5868
"Osceola County, MI",133,MI,Osceola County,26,375751,22887,23105
"Oscoda County, MI",135,MI,Oscoda County,26,8241,8234,8311
"Otsego County, MI",137,MI,Otsego County,26,24668,25102,25289
"Ottawa County, MI",139,MI,Ottawa County,26,5704,296787,299157
"Presque Isle County, MI",141,MI,Presque Isle County,26,12592,12979,13093
"Roscommon County, MI",143,MI,Roscommon County,26,24019,23432,23633
"Saginaw County, MI",145,MI,Saginaw County,26,190539,189831,189591
"St. Clair County, MI",147,MI,St. Clair County,26,89512,160265,160053
"St. Joseph County, MI",149,MI,St. Joseph County,26,271826,60902,60758
"Sanilac County, MI",151,MI,Sanilac County,26,41170,40506,40506
"Schoolcraft County, MI",153,MI,Schoolcraft County,26,8094,8041,8030
"Shiawassee County, MI",155,MI,Shiawassee County,26,68122,67983,67877
"Tuscola County, MI",157,MI,Tuscola County,26,52245,53274,52917
"Van Buren County, MI",159,MI,Van Buren County,26,16545,75556,75658
"Washtenaw County, MI",161,MI,Washtenaw County,26,367601,371656,369390
"Wayne County, MI",163,MI,Wayne County,26,29927,1790225,1774816
"Wexford County, MI",165,MI,Wexford County,26,33631,33676,33901
"Aitkin County, MN",1,MN,Aitkin County,27,15886,15693,15887
"Anoka County, MN",3,MN,Anoka County,27,356921,364299,367018
"Becker County, MN",5,MN,Becker County,27,34423,35147,35219
"Beltrami County, MN",7,MN,Beltrami County,27,47188,46230,46380
"Benton County, MN",9,MN,Benton County,27,279141,41338,41459
"Big Stone County, MN",11,MN,Big Stone County,27,4991,5147,5145
"Blue Earth County, MN",13,MN,Blue Earth County,27,67653,69173,69280
"Brown County, MN",15,MN,Brown County,27,6578,25885,25819
"Carlton County, MN",17,MN,Carlton County,27,35871,36156,36409
"Carver County, MN",19,MN,Carver County,27,105089,107286,108626
"Cass County, MN",21,MN,Cass County,27,12147,30125,30639
"Chippewa County, MN",23,MN,Chippewa County,27,37349,12593,12357
"Chisago County, MN",25,MN,Chisago County,27,56579,56670,57469
"Clay County, MN",27,MN,Clay County,27,13235,65351,65574
"Clearwater County, MN",29,MN,Clearwater County,27,8756,8580,8576
"Cook County, MN",31,MN,Cook County,27,17270,5592,5617
"Cottonwood County, MN",33,MN,Cottonwood County,27,11196,11489,11569
"Crow Wing County, MN",35,MN,Crow Wing County,27,65055,66236,67270
"Dakota County, MN",37,MN,Dakota County,27,429021,440317,442038
"Dodge County, MN",39,MN,Dodge County,27,20605,20861,20935
"Douglas County, MN",41,MN,Douglas County,27,351154,39079,39238
"Faribault County, MN",43,MN,Faribault County,27,13653,13888,13909
"Fillmore County, MN",45,MN,Fillmore County,27,21067,21246,21271
"Freeborn County, MN",47,MN,Freeborn County,27,30281,30883,30749
"Goodhue County, MN",49,MN,Goodhue County,27,46340,47536,47968
"Grant County, MN",51,MN,Grant County,27,18265,6080,6153
"Hennepin County, MN",53,MN,Hennepin County,27,1265843,1281267,1267416
"Houston County, MN",55,MN,Houston County,27,105882,18818,18778
"Hubbard County, MN",57,MN,Hubbard County,27,21491,21380,21715
"Isanti County, MN",59,MN,Isanti County,27,40596,41383,41906
"Itasca County, MN",61,MN,Itasca County,27,45130,44984,45070
"Jackson County, MN",63,MN,Jackson County,27,51626,9969,9990
"Kanabec County, MN",65,MN,Kanabec County,27,16337,16040,16159
"Kandiyohi County, MN",67,MN,Kandiyohi County,27,43199,43685,43767
"Kittson County, MN",69,MN,Kittson County,27,4298,4180,4146
"Koochiching County, MN",71,MN,Koochiching County,27,12229,12031,11941
"Lac qui Parle County, MN",73,MN,Lac qui Parle County,27,6623,6701,6684
"Lake County, MN",75,MN,Lake County,27,64386,10885,10986
"Lake of the Woods County, MN",77,MN,Lake of the Woods County,27,3740,3760,3823
"Le Sueur County, MN",79,MN,Le Sueur County,27,28887,28627,28841
"Lincoln County, MN",81,MN,Lincoln County,27,13024,5628,5567
"Lyon County, MN",83,MN,Lyon County,27,11755,25174,25231
"McLeod County, MN",85,MN,McLeod County,27,35893,36701,36735
"Mahnomen County, MN",87,MN,Mahnomen County,27,5527,5374,5414
"Marshall County, MN",89,MN,Marshall County,27,96774,9035,8988
"Martin County, MN",91,MN,Martin County,27,161000,19970,19915
"Meeker County, MN",93,MN,Meeker County,27,23222,23428,23376
"Mille Lacs County, MN",95,MN,Mille Lacs County,27,26277,26410,26867
"Morrison County, MN",97,MN,Morrison County,27,33386,33980,33992
"Mower County, MN",99,MN,Mower County,27,40062,40049,40158
"Murray County, MN",101,MN,Murray County,27,40096,8168,8144
"Nicollet County, MN",103,MN,Nicollet County,27,34274,34490,34332
"Nobles County, MN",105,MN,Nobles County,27,21629,22183,21991
"Norman County, MN",107,MN,Norman County,27,6375,6422,6416
"Olmsted County, MN",109,MN,Olmsted County,27,158293,162991,163436
"Otter Tail County, MN",111,MN,Otter Tail County,27,58746,60024,60046
"Pennington County, MN",113,MN,Pennington County,27,14119,13939,13780
"Pine County, MN",115,MN,Pine County,27,29579,28854,29302
"Pipestone County, MN",117,MN,Pipestone County,27,9126,9405,9313
"Polk County, MN",119,MN,Polk County,27,19964,31051,30757
"Pope County, MN",121,MN,Pope County,27,64072,11309,11403
"Ramsey County, MN",123,MN,Ramsey County,27,550321,551480,543257
"Red Lake County, MN",125,MN,Red Lake County,27,4055,3936,3933
"Redwood County, MN",127,MN,Redwood County,27,15170,15391,15366
"Renville County, MN",129,MN,Renville County,27,14548,14684,14608
"Rice County, MN",131,MN,Rice County,27,9537,67030,67262
"Rock County, MN",133,MN,Rock County,27,9315,9705,9680
"Roseau County, MN",135,MN,Roseau County,27,15165,15294,15258
"St. Louis County, MN",137,MN,St. Louis County,27,199070,199962,199182
"Scott County, MN",139,MN,Scott County,27,10281,151265,153268
"Sherburne County, MN",141,MN,Sherburne County,27,97238,97479,99074
"Sibley County, MN",143,MN,Sibley County,27,14865,14802,14917
"Stearns County, MN",145,MN,Stearns County,27,161075,158349,158947
"Steele County, MN",147,MN,Steele County,27,36649,37352,37349
"Stevens County, MN",149,MN,Stevens County,27,5485,9646,9700
"Swift County, MN",151,MN,Swift County,27,9266,9791,9749
"Todd County, MN",153,MN,Todd County,27,12294,25250,25237
"Traverse County, MN",155,MN,Traverse County,27,3259,3346,3286
"Wabasha County, MN",157,MN,Wabasha County,27,21627,21417,21509
"Wadena County, MN",159,MN,Wadena County,27,13682,14107,14177
"Waseca County, MN",161,MN,Waseca County,27,18612,18954,19000
"Washington County, MN",163,MN,Washington County,27,16326,268191,272256
"Watonwan County, MN",165,MN,Watonwan County,27,10897,11221,11135
"Wilkin County, MN",167,MN,Wilkin County,27,6207,6481,6395
"Winona County, MN",169,MN,Winona County,27,50484,49606,49630
"Wright County, MN",171,MN,Wright County,27,12562,141759,144845
"Yellow Medicine County, MN",173,MN,Yellow Medicine County,27,9709,9492,9411
"Adams County, MS",1,MS,Adams County,28,517421,29405,28742
"Alcorn County, MS",3,MS,Alcorn County,28,36953,34680,34349
"Amite County, MS",5,MS,Amite County,28,12297,12698,12637
"Attala County, MS",7,MS,Attala County,28,18174,17828,17742
"Benton County, MS",9,MS,Benton County,28,279141,7661,7646
"Bolivar County, MS",11,MS,Bolivar County,28,30628,30849,30308
"Calhoun County, MS",13,MS,Calhoun County,28,113605,13240,13018
"Carroll County, MS",15,MS,Carroll County,28,28380,9941,9879
"Chickasaw County, MS",17,MS,Chickasaw County,28,11933,17067,17011
"Choctaw County, MS",19,MS,Choctaw County,28,12589,8202,8106
"Claiborne County, MS",21,MS,Claiborne County,28,8988,9093,8908
"Clarke County, MS",23,MS,Clarke County,28,23622,15533,15421
"Clay County, MS",25,MS,Clay County,28,13235,18645,18535
"Coahoma County, MS",27,MS,Coahoma County,28,22124,21232,20810
"Copiah County, MS",29,MS,Copiah County,28,28065,28293,27995
"Covington County, MS",31,MS,Covington County,28,37049,18313,18279
"DeSoto County, MS",33,MS,DeSoto County,28,38001,185902,188633
"Forrest County, MS",35,MS,Forrest County,28,74897,78136,77875
